customer_id,period_date,feature_name,active_users,purchased_seats,seat_utilization,feature_adoption_rate,api_calls
CUST-0018,2026-07-01,Workflow Automation,604,655,0.9221,0.5654,54480
CUST-0018,2026-07-01,API Integration,604,655,0.9221,0.3678,57802
CUST-0018,2026-07-01,Executive Reporting,604,655,0.9221,0.525,58467
CUST-0018,2026-07-01,Collaboration,604,655,0.9221,0.4715,54480
CUST-0018,2026-07-31,Analytics,551,655,0.8412,0.6229,31803
CUST-0018,2026-07-31,Workflow Automation,551,655,0.8412,0.7599,24464
CUST-0018,2026-07-31,API Integration,551,655,0.8412,0.5407,30580
CUST-0018,2026-07-31,Executive Reporting,551,655,0.8412,0.4423,12843
CUST-0018,2026-07-31,Collaboration,551,655,0.8412,0.8019,58102
CUST-0019,2025-09-04,Analytics,368,562,0.6548,0.4872,6624
CUST-0019,2025-09-04,Workflow Automation,368,562,0.6548,0.5428,8464
CUST-0019,2025-09-04,API Integration,368,562,0.6548,0.7462,5888
CUST-0019,2025-09-04,Executive Reporting,368,562,0.6548,0.5623,23184
CUST-0019,2025-09-04,Collaboration,368,562,0.6548,0.883,22816
CUST-0019,2025-10-04,Analytics,382,562,0.6797,0.5583,30178
CUST-0019,2025-10-04,Workflow Automation,382,562,0.6797,0.5564,27122
CUST-0019,2025-10-04,API Integration,382,562,0.6797,0.7838,31706
CUST-0019,2025-10-04,Executive Reporting,382,562,0.6797,0.708,37054
CUST-0019,2025-10-04,Collaboration,382,562,0.6797,0.4741,25594
CUST-0019,2025-11-03,Analytics,356,562,0.6335,0.8152,16732
CUST-0019,2025-11-03,Workflow Automation,356,562,0.6335,0.361,15308
CUST-0019,2025-11-03,API Integration,356,562,0.6335,0.8734,6764
CUST-0019,2025-11-03,Executive Reporting,356,562,0.6335,0.538,20648
CUST-0019,2025-11-03,Collaboration,356,562,0.6335,0.4385,6764
CUST-0019,2025-12-03,Analytics,385,562,0.6851,0.844,8085
CUST-0019,2025-12-03,Workflow Automation,385,562,0.6851,0.5359,33880
CUST-0019,2025-12-03,API Integration,385,562,0.6851,0.8413,38500
CUST-0019,2025-12-03,Executive Reporting,385,562,0.6851,0.367,35805
CUST-0019,2025-12-03,Collaboration,385,562,0.6851,0.4407,25025
CUST-0019,2026-01-02,Analytics,361,562,0.6423,0.4057,12996
CUST-0019,2026-01-02,Workflow Automation,361,562,0.6423,0.8859,22382
CUST-0019,2026-01-02,API Integration,361,562,0.6423,0.7335,28519
CUST-0019,2026-01-02,Executive Reporting,361,562,0.6423,0.4959,16606
CUST-0019,2026-01-02,Collaboration,361,562,0.6423,0.5136,7942
CUST-0019,2026-02-01,Analytics,355,562,0.6317,0.6645,25560
CUST-0019,2026-02-01,Workflow Automation,355,562,0.6317,0.4345,19880
CUST-0019,2026-02-01,API Integration,355,562,0.6317,0.3521,7455
CUST-0019,2026-02-01,Executive Reporting,355,562,0.6317,0.512,33370
CUST-0019,2026-02-01,Collaboration,355,562,0.6317,0.6938,25205
CUST-0019,2026-03-03,Analytics,364,562,0.6477,0.3642,11284
CUST-0019,2026-03-03,Workflow Automation,364,562,0.6477,0.701,7280
CUST-0019,2026-03-03,API Integration,364,562,0.6477,0.6105,8736
CUST-0019,2026-03-03,Executive Reporting,364,562,0.6477,0.5196,21840
CUST-0019,2026-03-03,Collaboration,364,562,0.6477,0.609,34216
CUST-0019,2026-04-02,Analytics,368,562,0.6548,0.703,21712
CUST-0019,2026-04-02,Workflow Automation,368,562,0.6548,0.4517,21344
CUST-0019,2026-04-02,API Integration,368,562,0.6548,0.5532,24656
CUST-0019,2026-04-02,Executive Reporting,368,562,0.6548,0.3745,24288
CUST-0019,2026-04-02,Collaboration,368,562,0.6548,0.6058,13984
CUST-0019,2026-05-02,Analytics,403,562,0.7171,0.6603,11687
CUST-0019,2026-05-02,Workflow Automation,403,562,0.7171,0.7637,38285
CUST-0019,2026-05-02,API Integration,403,562,0.7171,0.4032,38285
CUST-0019,2026-05-02,Executive Reporting,403,562,0.7171,0.5391,31837
CUST-0019,2026-05-02,Collaboration,403,562,0.7171,0.5777,34255
CUST-0019,2026-06-01,Analytics,366,562,0.6512,0.3835,21594
CUST-0019,2026-06-01,Workflow Automation,366,562,0.6512,0.8001,23058
CUST-0019,2026-06-01,API Integration,366,562,0.6512,0.8811,35502
CUST-0019,2026-06-01,Executive Reporting,366,562,0.6512,0.8268,25620
CUST-0019,2026-06-01,Collaboration,366,562,0.6512,0.665,14640
CUST-0019,2026-07-01,Analytics,381,562,0.6779,0.3934,5334
CUST-0019,2026-07-01,Workflow Automation,381,562,0.6779,0.6262,28956
CUST-0019,2026-07-01,API Integration,381,562,0.6779,0.7902,36576
CUST-0019,2026-07-01,Executive Reporting,381,562,0.6779,0.8905,10668
CUST-0019,2026-07-01,Collaboration,381,562,0.6779,0.4162,25527
CUST-0019,2026-07-31,Analytics,362,562,0.6441,0.8914,13394
CUST-0019,2026-07-31,Workflow Automation,362,562,0.6441,0.7947,9412
CUST-0019,2026-07-31,API Integration,362,562,0.6441,0.3735,7240
CUST-0019,2026-07-31,Executive Reporting,362,562,0.6441,0.8936,23530
CUST-0019,2026-07-31,Collaboration,362,562,0.6441,0.4611,32580
CUST-0020,2025-09-04,Analytics,183,324,0.5648,0.8509,3294
CUST-0020,2025-09-04,Workflow Automation,183,324,0.5648,0.3979,14823
CUST-0020,2025-09-04,API Integration,183,324,0.5648,0.5685,9333
CUST-0020,2025-09-04,Executive Reporting,183,324,0.5648,0.8211,13908
CUST-0020,2025-09-04,Collaboration,183,324,0.5648,0.602,2013
CUST-0020,2025-10-04,Analytics,199,324,0.6142,0.6927,15124
CUST-0020,2025-10-04,Workflow Automation,199,324,0.6142,0.7799,4776
CUST-0020,2025-10-04,API Integration,199,324,0.6142,0.5779,5572
CUST-0020,2025-10-04,Executive Reporting,199,324,0.6142,0.6616,16716
CUST-0020,2025-10-04,Collaboration,199,324,0.6142,0.7671,4378
CUST-0020,2025-11-03,Analytics,203,324,0.6265,0.6595,4466
CUST-0020,2025-11-03,Workflow Automation,203,324,0.6265,0.7822,15834
CUST-0020,2025-11-03,API Integration,203,324,0.6265,0.8341,12586
CUST-0020,2025-11-03,Executive Reporting,203,324,0.6265,0.4953,18879
CUST-0020,2025-11-03,Collaboration,203,324,0.6265,0.6171,17661
CUST-0020,2025-12-03,Analytics,190,324,0.5864,0.4447,11590
CUST-0020,2025-12-03,Workflow Automation,190,324,0.5864,0.4291,16530
CUST-0020,2025-12-03,API Integration,190,324,0.5864,0.7244,11590
CUST-0020,2025-12-03,Executive Reporting,190,324,0.5864,0.3713,9880
CUST-0020,2025-12-03,Collaboration,190,324,0.5864,0.7298,3040
CUST-0020,2026-01-02,Analytics,198,324,0.6111,0.8565,11286
CUST-0020,2026-01-02,Workflow Automation,198,324,0.6111,0.3611,9504
CUST-0020,2026-01-02,API Integration,198,324,0.6111,0.521,14256
CUST-0020,2026-01-02,Executive Reporting,198,324,0.6111,0.822,19206
CUST-0020,2026-01-02,Collaboration,198,324,0.6111,0.404,7722
CUST-0020,2026-02-01,Analytics,179,324,0.5525,0.8858,11814
CUST-0020,2026-02-01,Workflow Automation,179,324,0.5525,0.7757,9129
CUST-0020,2026-02-01,API Integration,179,324,0.5525,0.4982,11277
CUST-0020,2026-02-01,Executive Reporting,179,324,0.5525,0.6827,3759
CUST-0020,2026-02-01,Collaboration,179,324,0.5525,0.4534,6623
CUST-0020,2026-03-03,Analytics,203,324,0.6265,0.5739,14616
CUST-0020,2026-03-03,Workflow Automation,203,324,0.6265,0.7677,11571
CUST-0020,2026-03-03,API Integration,203,324,0.6265,0.8016,15225
CUST-0020,2026-03-03,Executive Reporting,203,324,0.6265,0.7853,3654
CUST-0020,2026-03-03,Collaboration,203,324,0.6265,0.5211,15022
CUST-0020,2026-04-02,Analytics,188,324,0.5802,0.7793,14476
CUST-0020,2026-04-02,Workflow Automation,188,324,0.5802,0.8336,2444
CUST-0020,2026-04-02,API Integration,188,324,0.5802,0.4456,6580
CUST-0020,2026-04-02,Executive Reporting,188,324,0.5802,0.8103,7708
CUST-0020,2026-04-02,Collaboration,188,324,0.5802,0.3682,3008
CUST-0020,2026-05-02,Analytics,203,324,0.6265,0.7375,9135
CUST-0020,2026-05-02,Workflow Automation,203,324,0.6265,0.5526,14007
CUST-0020,2026-05-02,API Integration,203,324,0.6265,0.6278,18473
CUST-0020,2026-05-02,Executive Reporting,203,324,0.6265,0.8577,19691
CUST-0020,2026-05-02,Collaboration,203,324,0.6265,0.3668,11571
CUST-0020,2026-06-01,Analytics,190,324,0.5864,0.5954,13300
CUST-0020,2026-06-01,Workflow Automation,190,324,0.5864,0.6728,10260
CUST-0020,2026-06-01,API Integration,190,324,0.5864,0.5393,8170
CUST-0020,2026-06-01,Executive Reporting,190,324,0.5864,0.7619,18620
CUST-0020,2026-06-01,Collaboration,190,324,0.5864,0.3997,2470
CUST-0020,2026-07-01,Analytics,187,324,0.5772,0.4396,15521
CUST-0020,2026-07-01,Workflow Automation,187,324,0.5772,0.7789,6919
CUST-0020,2026-07-01,API Integration,187,324,0.5772,0.8214,17204
CUST-0020,2026-07-01,Executive Reporting,187,324,0.5772,0.4738,6732
CUST-0020,2026-07-01,Collaboration,187,324,0.5772,0.498,11594
CUST-0020,2026-07-31,Analytics,191,324,0.5895,0.8255,18527
CUST-0020,2026-07-31,Workflow Automation,191,324,0.5895,0.3549,4966
CUST-0020,2026-07-31,API Integration,191,324,0.5895,0.7061,16426
CUST-0020,2026-07-31,Executive Reporting,191,324,0.5895,0.7905,7258
CUST-0020,2026-07-31,Collaboration,191,324,0.5895,0.4888,9359
CUST-0021,2025-09-04,Analytics,314,466,0.6738,0.5418,13188
CUST-0021,2025-09-04,Workflow Automation,314,466,0.6738,0.47,15072
CUST-0021,2025-09-04,API Integration,314,466,0.6738,0.7225,27946
CUST-0021,2025-09-04,Executive Reporting,314,466,0.6738,0.5684,7222
CUST-0021,2025-09-04,Collaboration,314,466,0.6738,0.354,29516
CUST-0021,2025-10-04,Analytics,348,466,0.7468,0.8117,28469
CUST-0021,2025-10-04,Workflow Automation,348,466,0.7468,0.706,30578
CUST-0021,2025-10-04,API Integration,348,466,0.7468,0.5055,34093
CUST-0021,2025-10-04,Executive Reporting,348,466,0.7468,0.4095,6326
CUST-0021,2025-10-04,Collaboration,348,466,0.7468,0.535,15816
CUST-0021,2025-11-03,Analytics,334,466,0.7167,0.8238,14649
CUST-0021,2025-11-03,Workflow Automation,334,466,0.7167,0.7109,31683
CUST-0021,2025-11-03,API Integration,334,466,0.7167,0.5143,9879
CUST-0021,2025-11-03,Executive Reporting,334,466,0.7167,0.6345,13627
CUST-0021,2025-11-03,Collaboration,334,466,0.7167,0.8448,29298
CUST-0021,2025-12-03,Analytics,325,466,0.6974,0.5258,9038
CUST-0021,2025-12-03,Workflow Automation,325,466,0.6974,0.7467,31131
CUST-0021,2025-12-03,API Integration,325,466,0.6974,0.6236,15733
CUST-0021,2025-12-03,Executive Reporting,325,466,0.6974,0.4927,21089
CUST-0021,2025-12-03,Collaboration,325,466,0.6974,0.5725,4686
CUST-0021,2026-01-02,Analytics,338,466,0.7253,0.8971,11951
CUST-0021,2026-01-02,Workflow Automation,338,466,0.7253,0.5387,13357
CUST-0021,2026-01-02,API Integration,338,466,0.7253,0.7275,31988
CUST-0021,2026-01-02,Executive Reporting,338,466,0.7253,0.7817,33394
CUST-0021,2026-01-02,Collaboration,338,466,0.7253,0.5472,16872
CUST-0021,2026-02-01,Analytics,355,466,0.7618,0.8124,30192
CUST-0021,2026-02-01,Workflow Automation,355,466,0.7618,0.4496,8200
CUST-0021,2026-02-01,API Integration,355,466,0.7618,0.6089,16028
CUST-0021,2026-02-01,Executive Reporting,355,466,0.7618,0.7489,30192
CUST-0021,2026-02-01,Collaboration,355,466,0.7618,0.7696,12300
CUST-0021,2026-03-03,Analytics,364,466,0.7811,0.8448,35883
CUST-0021,2026-03-03,Workflow Automation,364,466,0.7811,0.3991,21221
CUST-0021,2026-03-03,API Integration,364,466,0.7811,0.4728,18906
CUST-0021,2026-03-03,Executive Reporting,364,466,0.7811,0.5813,20063
CUST-0021,2026-03-03,Collaboration,364,466,0.7811,0.5544,32410
CUST-0021,2026-04-02,Analytics,332,466,0.7124,0.8182,24866
CUST-0021,2026-04-02,Workflow Automation,332,466,0.7124,0.3795,32326
CUST-0021,2026-04-02,API Integration,332,466,0.7124,0.671,31616
CUST-0021,2026-04-02,Executive Reporting,332,466,0.7124,0.3892,12078
CUST-0021,2026-04-02,Collaboration,332,466,0.7124,0.6253,34458
CUST-0021,2026-05-02,Analytics,340,466,0.7296,0.5141,5875
CUST-0021,2026-05-02,Workflow Automation,340,466,0.7296,0.829,10648
CUST-0021,2026-05-02,API Integration,340,466,0.7296,0.4256,12852
CUST-0021,2026-05-02,Executive Reporting,340,466,0.7296,0.5385,30110
CUST-0021,2026-05-02,Collaboration,340,466,0.7296,0.8411,24969
CUST-0021,2026-06-01,Analytics,329,466,0.706,0.8243,11834
CUST-0021,2026-06-01,Workflow Automation,329,466,0.706,0.7784,25819
CUST-0021,2026-06-01,API Integration,329,466,0.706,0.5329,11475
CUST-0021,2026-06-01,Executive Reporting,329,466,0.706,0.5224,6096
CUST-0021,2026-06-01,Collaboration,329,466,0.706,0.3526,16137
CUST-0021,2026-07-01,Analytics,336,466,0.721,0.7754,30676
CUST-0021,2026-07-01,Workflow Automation,336,466,0.721,0.7705,26611
CUST-0021,2026-07-01,API Integration,336,466,0.721,0.7819,7761
CUST-0021,2026-07-01,Executive Reporting,336,466,0.721,0.4212,24024
CUST-0021,2026-07-01,Collaboration,336,466,0.721,0.6984,22545
CUST-0021,2026-07-31,Analytics,352,466,0.7554,0.6126,3907
CUST-0021,2026-07-31,Workflow Automation,352,466,0.7554,0.3707,13675
CUST-0021,2026-07-31,API Integration,352,466,0.7554,0.7519,4297
CUST-0021,2026-07-31,Executive Reporting,352,466,0.7554,0.8406,30085
CUST-0021,2026-07-31,Collaboration,352,466,0.7554,0.4548,37509
CUST-0022,2025-09-04,Analytics,42,69,0.6087,0.7314,2268
CUST-0022,2025-09-04,Workflow Automation,42,69,0.6087,0.5217,966
CUST-0022,2025-09-04,API Integration,42,69,0.6087,0.561,3570
CUST-0022,2025-09-04,Executive Reporting,42,69,0.6087,0.5184,756
CUST-0022,2025-09-04,Collaboration,42,69,0.6087,0.8031,2016
CUST-0022,2025-10-04,Analytics,47,69,0.6812,0.6008,3572
CUST-0022,2025-10-04,Workflow Automation,47,69,0.6812,0.678,2491
CUST-0022,2025-10-04,API Integration,47,69,0.6812,0.5885,4559
CUST-0022,2025-10-04,Executive Reporting,47,69,0.6812,0.8975,2491
CUST-0022,2025-10-04,Collaboration,47,69,0.6812,0.8979,3384
CUST-0022,2025-11-03,Analytics,43,69,0.6232,0.4536,2623
CUST-0022,2025-11-03,Workflow Automation,43,69,0.6232,0.3605,1634
CUST-0022,2025-11-03,API Integration,43,69,0.6232,0.7499,1118
CUST-0022,2025-11-03,Executive Reporting,43,69,0.6232,0.4662,516
CUST-0022,2025-11-03,Collaboration,43,69,0.6232,0.6743,1333
CUST-0022,2025-12-03,Analytics,41,69,0.5942,0.7411,574
CUST-0022,2025-12-03,Workflow Automation,41,69,0.5942,0.5564,3731
CUST-0022,2025-12-03,API Integration,41,69,0.5942,0.4907,3198
CUST-0022,2025-12-03,Executive Reporting,41,69,0.5942,0.6927,3526
CUST-0022,2025-12-03,Collaboration,41,69,0.5942,0.8971,3854
CUST-0022,2026-01-02,Analytics,41,69,0.5942,0.8099,656
CUST-0022,2026-01-02,Workflow Automation,41,69,0.5942,0.7294,2583
CUST-0022,2026-01-02,API Integration,41,69,0.5942,0.5944,1025
CUST-0022,2026-01-02,Executive Reporting,41,69,0.5942,0.651,2870
CUST-0022,2026-01-02,Collaboration,41,69,0.5942,0.736,1476
CUST-0022,2026-02-01,Analytics,45,69,0.6522,0.6967,2160
CUST-0022,2026-02-01,Workflow Automation,45,69,0.6522,0.5815,990
CUST-0022,2026-02-01,API Integration,45,69,0.6522,0.7144,1980
CUST-0022,2026-02-01,Executive Reporting,45,69,0.6522,0.6925,4455
CUST-0022,2026-02-01,Collaboration,45,69,0.6522,0.4254,1035
CUST-0022,2026-03-03,Analytics,44,69,0.6377,0.6897,2024
CUST-0022,2026-03-03,Workflow Automation,44,69,0.6377,0.4127,1012
CUST-0022,2026-03-03,API Integration,44,69,0.6377,0.6238,3828
CUST-0022,2026-03-03,Executive Reporting,44,69,0.6377,0.4599,1892
CUST-0022,2026-03-03,Collaboration,44,69,0.6377,0.8073,1540
CUST-0022,2026-04-02,Analytics,42,69,0.6087,0.5754,1260
CUST-0022,2026-04-02,Workflow Automation,42,69,0.6087,0.3717,3066
CUST-0022,2026-04-02,API Integration,42,69,0.6087,0.8507,4116
CUST-0022,2026-04-02,Executive Reporting,42,69,0.6087,0.8632,2184
CUST-0022,2026-04-02,Collaboration,42,69,0.6087,0.479,462
CUST-0022,2026-05-02,Analytics,40,69,0.5797,0.7554,2954
CUST-0022,2026-05-02,Workflow Automation,40,69,0.5797,0.639,1032
CUST-0022,2026-05-02,API Integration,40,69,0.5797,0.7763,2670
CUST-0022,2026-05-02,Executive Reporting,40,69,0.5797,0.3482,783
CUST-0022,2026-05-02,Collaboration,40,69,0.5797,0.7544,3275
CUST-0022,2026-06-01,Analytics,32,69,0.4638,0.6971,1173
CUST-0022,2026-06-01,Workflow Automation,32,69,0.4638,0.3863,399
CUST-0022,2026-06-01,API Integration,32,69,0.4638,0.3158,798
CUST-0022,2026-06-01,Executive Reporting,32,69,0.4638,0.648,1173
CUST-0022,2026-06-01,Collaboration,32,69,0.4638,0.4275,2396
CUST-0022,2026-07-01,Analytics,28,69,0.4058,0.5067,412
CUST-0022,2026-07-01,Workflow Automation,28,69,0.4058,0.5482,281
CUST-0022,2026-07-01,API Integration,28,69,0.4058,0.2381,506
CUST-0022,2026-07-01,Executive Reporting,28,69,0.4058,0.4789,581
CUST-0022,2026-07-01,Collaboration,28,69,0.4058,0.3556,1238
CUST-0022,2026-07-31,Analytics,26,69,0.3768,0.2786,305
CUST-0022,2026-07-31,Workflow Automation,26,69,0.3768,0.3108,771
CUST-0022,2026-07-31,API Integration,26,69,0.3768,0.2523,888
CUST-0022,2026-07-31,Executive Reporting,26,69,0.3768,0.3193,990
CUST-0022,2026-07-31,Collaboration,26,69,0.3768,0.2797,859
CUST-0023,2025-09-04,Analytics,541,888,0.6092,0.7883,12984
CUST-0023,2025-09-04,Workflow Automation,541,888,0.6092,0.4229,9197
CUST-0023,2025-09-04,API Integration,541,888,0.6092,0.8899,16230
CUST-0023,2025-09-04,Executive Reporting,541,888,0.6092,0.407,45985
CUST-0023,2025-09-04,Collaboration,541,888,0.6092,0.6155,44362
CUST-0023,2025-10-04,Analytics,544,888,0.6126,0.4497,31552
CUST-0023,2025-10-04,Workflow Automation,544,888,0.6126,0.7785,47872
CUST-0023,2025-10-04,API Integration,544,888,0.6126,0.3658,52768
CUST-0023,2025-10-04,Executive Reporting,544,888,0.6126,0.834,14144
CUST-0023,2025-10-04,Collaboration,544,888,0.6126,0.6157,39168
CUST-0023,2025-11-03,Analytics,496,888,0.5586,0.5762,7440
CUST-0023,2025-11-03,Workflow Automation,496,888,0.5586,0.3848,46128
CUST-0023,2025-11-03,API Integration,496,888,0.5586,0.5228,49600
CUST-0023,2025-11-03,Executive Reporting,496,888,0.5586,0.8276,38192
CUST-0023,2025-11-03,Collaboration,496,888,0.5586,0.7721,41168
CUST-0023,2025-12-03,Analytics,547,888,0.616,0.4732,51965
CUST-0023,2025-12-03,Workflow Automation,547,888,0.616,0.8302,41572
CUST-0023,2025-12-03,API Integration,547,888,0.616,0.6377,54153
CUST-0023,2025-12-03,Executive Reporting,547,888,0.616,0.69,35555
CUST-0023,2025-12-03,Collaboration,547,888,0.616,0.7139,22427
CUST-0023,2026-01-02,Analytics,527,888,0.5935,0.715,48484
CUST-0023,2026-01-02,Workflow Automation,527,888,0.5935,0.5617,42687
CUST-0023,2026-01-02,API Integration,527,888,0.5935,0.8406,46376
CUST-0023,2026-01-02,Executive Reporting,527,888,0.5935,0.38,48484
CUST-0023,2026-01-02,Collaboration,527,888,0.5935,0.8639,38998
CUST-0023,2026-02-01,Analytics,558,888,0.6284,0.8185,17298
CUST-0023,2026-02-01,Workflow Automation,558,888,0.6284,0.3912,40176
CUST-0023,2026-02-01,API Integration,558,888,0.6284,0.5263,29016
CUST-0023,2026-02-01,Executive Reporting,558,888,0.6284,0.8836,8928
CUST-0023,2026-02-01,Collaboration,558,888,0.6284,0.6288,44640
CUST-0023,2026-03-03,Analytics,541,888,0.6092,0.5718,21640
CUST-0023,2026-03-03,Workflow Automation,541,888,0.6092,0.3934,35706
CUST-0023,2026-03-03,API Integration,541,888,0.6092,0.7907,36247
CUST-0023,2026-03-03,Executive Reporting,541,888,0.6092,0.3984,39493
CUST-0023,2026-03-03,Collaboration,541,888,0.6092,0.5959,13525
CUST-0023,2026-04-02,Analytics,569,888,0.6408,0.7599,6828
CUST-0023,2026-04-02,Workflow Automation,569,888,0.6408,0.4065,35278
CUST-0023,2026-04-02,API Integration,569,888,0.6408,0.3697,45520
CUST-0023,2026-04-02,Executive Reporting,569,888,0.6408,0.3501,11949
CUST-0023,2026-04-02,Collaboration,569,888,0.6408,0.7855,50641
CUST-0023,2026-05-02,Analytics,540,888,0.6081,0.8396,43740
CUST-0023,2026-05-02,Workflow Automation,540,888,0.6081,0.4638,51300
CUST-0023,2026-05-02,API Integration,540,888,0.6081,0.6009,28620
CUST-0023,2026-05-02,Executive Reporting,540,888,0.6081,0.5498,8640
CUST-0023,2026-05-02,Collaboration,540,888,0.6081,0.7991,36720
CUST-0023,2026-06-01,Analytics,514,888,0.5788,0.7721,44204
CUST-0023,2026-06-01,Workflow Automation,514,888,0.5788,0.6102,48316
CUST-0023,2026-06-01,API Integration,514,888,0.5788,0.5498,34438
CUST-0023,2026-06-01,Executive Reporting,514,888,0.5788,0.4127,48316
CUST-0023,2026-06-01,Collaboration,514,888,0.5788,0.472,27242
CUST-0023,2026-07-01,Analytics,516,888,0.5811,0.6985,24252
CUST-0023,2026-07-01,Workflow Automation,516,888,0.5811,0.6512,29412
CUST-0023,2026-07-01,API Integration,516,888,0.5811,0.7362,7740
CUST-0023,2026-07-01,Executive Reporting,516,888,0.5811,0.8433,37668
CUST-0023,2026-07-01,Collaboration,516,888,0.5811,0.4272,31992
CUST-0023,2026-07-31,Analytics,495,888,0.5574,0.686,16830
CUST-0023,2026-07-31,Workflow Automation,495,888,0.5574,0.4164,29700
CUST-0023,2026-07-31,API Integration,495,888,0.5574,0.4686,16830
CUST-0023,2026-07-31,Executive Reporting,495,888,0.5574,0.7442,11385
CUST-0023,2026-07-31,Collaboration,495,888,0.5574,0.7664,7425
CUST-0024,2025-09-04,Analytics,164,276,0.5942,0.7122,12136
CUST-0024,2025-09-04,Workflow Automation,164,276,0.5942,0.424,11972
CUST-0024,2025-09-04,API Integration,164,276,0.5942,0.3524,2624
CUST-0024,2025-09-04,Executive Reporting,164,276,0.5942,0.6543,10660
CUST-0024,2025-09-04,Collaboration,164,276,0.5942,0.8113,11644
CUST-0024,2025-10-04,Analytics,179,276,0.6486,0.7796,5785
CUST-0024,2025-10-04,Workflow Automation,179,276,0.6486,0.7305,5785
CUST-0024,2025-10-04,API Integration,179,276,0.6486,0.7518,4700
CUST-0024,2025-10-04,Executive Reporting,179,276,0.6486,0.407,16994
CUST-0024,2025-10-04,Collaboration,179,276,0.6486,0.6803,9220
CUST-0024,2025-11-03,Analytics,169,276,0.6123,0.5616,14997
CUST-0024,2025-11-03,Workflow Automation,169,276,0.6123,0.8538,7067
CUST-0024,2025-11-03,API Integration,169,276,0.6123,0.5005,9136
CUST-0024,2025-11-03,Executive Reporting,169,276,0.6123,0.8838,11549
CUST-0024,2025-11-03,Collaboration,169,276,0.6123,0.7926,4654
CUST-0024,2025-12-03,Analytics,168,276,0.6087,0.735,12978
CUST-0024,2025-12-03,Workflow Automation,168,276,0.6087,0.5144,17130
CUST-0024,2025-12-03,API Integration,168,276,0.6087,0.6513,8652
CUST-0024,2025-12-03,Executive Reporting,168,276,0.6087,0.7415,13843
CUST-0024,2025-12-03,Collaboration,168,276,0.6087,0.6979,6056
CUST-0024,2026-01-02,Analytics,164,276,0.5942,0.7429,16544
CUST-0024,2026-01-02,Workflow Automation,164,276,0.5942,0.5399,16373
CUST-0024,2026-01-02,API Integration,164,276,0.5942,0.423,17056
CUST-0024,2026-01-02,Executive Reporting,164,276,0.5942,0.7075,5457
CUST-0024,2026-01-02,Collaboration,164,276,0.5942,0.6271,16714
CUST-0024,2026-02-01,Analytics,178,276,0.6449,0.7407,10279
CUST-0024,2026-02-01,Workflow Automation,178,276,0.6449,0.6593,15699
CUST-0024,2026-02-01,API Integration,178,276,0.6449,0.6639,17755
CUST-0024,2026-02-01,Executive Reporting,178,276,0.6449,0.7406,17942
CUST-0024,2026-02-01,Collaboration,178,276,0.6449,0.7613,14578
CUST-0024,2026-03-03,Analytics,169,276,0.6123,0.816,1970
CUST-0024,2026-03-03,Workflow Automation,169,276,0.6123,0.6375,2328
CUST-0024,2026-03-03,API Integration,169,276,0.6123,0.5595,2866
CUST-0024,2026-03-03,Executive Reporting,169,276,0.6123,0.7186,6269
CUST-0024,2026-03-03,Collaboration,169,276,0.6123,0.4968,5374
CUST-0024,2026-04-02,Analytics,191,276,0.692,0.7259,5722
CUST-0024,2026-04-02,Workflow Automation,191,276,0.692,0.8117,20028
CUST-0024,2026-04-02,API Integration,191,276,0.692,0.7814,7357
CUST-0024,2026-04-02,Executive Reporting,191,276,0.692,0.7645,2861
CUST-0024,2026-04-02,Collaboration,191,276,0.692,0.5473,13692
CUST-0024,2026-05-02,Analytics,167,276,0.6051,0.8274,14609
CUST-0024,2026-05-02,Workflow Automation,167,276,0.6051,0.8257,16593
CUST-0024,2026-05-02,API Integration,167,276,0.6051,0.6587,7214
CUST-0024,2026-05-02,Executive Reporting,167,276,0.6051,0.631,17855
CUST-0024,2026-05-02,Collaboration,167,276,0.6051,0.5082,17134
CUST-0024,2026-06-01,Analytics,167,276,0.6051,0.5599,11467
CUST-0024,2026-06-01,Workflow Automation,167,276,0.6051,0.8762,17656
CUST-0024,2026-06-01,API Integration,167,276,0.6051,0.522,14562
CUST-0024,2026-06-01,Executive Reporting,167,276,0.6051,0.3796,7645
CUST-0024,2026-06-01,Collaboration,167,276,0.6051,0.4617,12013
CUST-0024,2026-07-01,Analytics,192,276,0.6957,0.8513,21120
CUST-0024,2026-07-01,Workflow Automation,192,276,0.6957,0.7402,12038
CUST-0024,2026-07-01,API Integration,192,276,0.6957,0.7653,16684
CUST-0024,2026-07-01,Executive Reporting,192,276,0.6957,0.7561,7392
CUST-0024,2026-07-01,Collaboration,192,276,0.6957,0.7769,7180
CUST-0024,2026-07-31,Analytics,178,276,0.6449,0.4476,19165
CUST-0024,2026-07-31,Workflow Automation,178,276,0.6449,0.391,6322
CUST-0024,2026-07-31,API Integration,178,276,0.6449,0.7543,4939
CUST-0024,2026-07-31,Executive Reporting,178,276,0.6449,0.5575,12645
CUST-0024,2026-07-31,Collaboration,178,276,0.6449,0.5035,8495
CUST-0025,2025-09-04,Analytics,182,224,0.8125,0.3531,12558
CUST-0025,2025-09-04,Workflow Automation,182,224,0.8125,0.7403,5278
CUST-0025,2025-09-04,API Integration,182,224,0.8125,0.372,9282
CUST-0025,2025-09-04,Executive Reporting,182,224,0.8125,0.6783,16380
CUST-0025,2025-09-04,Collaboration,182,224,0.8125,0.6886,17108
CUST-0025,2025-10-04,Analytics,169,224,0.7545,0.7844,13655
