stakeholder_id,customer_id,name,role,is_champion,active,last_engagement_date
CUST-0087-STK-03,CUST-0087,Stakeholder 3,Operations Manager,False,True,2026-07-03
CUST-0087-STK-04,CUST-0087,Stakeholder 4,Technical Lead,False,True,2026-07-05
CUST-0088-STK-01,CUST-0088,Stakeholder 1,Procurement,True,True,2026-06-25
CUST-0088-STK-02,CUST-0088,Stakeholder 2,Technical Lead,False,True,2026-07-04
CUST-0089-STK-01,CUST-0089,Stakeholder 1,Executive Sponsor,True,True,2026-06-19
CUST-0089-STK-02,CUST-0089,Stakeholder 2,Technical Lead,False,True,2026-06-27
CUST-0089-STK-03,CUST-0089,Stakeholder 3,Technical Lead,False,True,2026-07-12
CUST-0089-STK-04,CUST-0089,Stakeholder 4,Business Champion,False,True,2026-07-28
CUST-0090-STK-01,CUST-0090,Stakeholder 1,Technical Lead,True,True,2026-06-18
CUST-0090-STK-02,CUST-0090,Stakeholder 2,Operations Manager,False,True,2026-07-21
CUST-0090-STK-03,CUST-0090,Stakeholder 3,Operations Manager,False,True,2026-06-22
CUST-0091-STK-01,CUST-0091,Stakeholder 1,Executive Sponsor,True,True,2026-06-28
CUST-0091-STK-02,CUST-0091,Stakeholder 2,Operations Manager,False,True,2026-06-28
CUST-0092-STK-01,CUST-0092,Stakeholder 1,Executive Sponsor,True,False,2026-04-27
CUST-0092-STK-02,CUST-0092,Stakeholder 2,Operations Manager,False,True,2026-04-10
CUST-0092-STK-03,CUST-0092,Stakeholder 3,Operations Manager,False,True,2026-04-22
CUST-0093-STK-01,CUST-0093,Stakeholder 1,Executive Sponsor,True,True,2026-07-23
CUST-0093-STK-02,CUST-0093,Stakeholder 2,Technical Lead,False,True,2026-07-15
CUST-0093-STK-03,CUST-0093,Stakeholder 3,Procurement,False,True,2026-07-09
CUST-0093-STK-04,CUST-0093,Stakeholder 4,Executive Sponsor,False,True,2026-07-08
CUST-0094-STK-01,CUST-0094,Stakeholder 1,Procurement,True,True,2026-07-22
CUST-0094-STK-02,CUST-0094,Stakeholder 2,Technical Lead,False,True,2026-07-08
CUST-0094-STK-03,CUST-0094,Stakeholder 3,Business Champion,False,True,2026-07-22
CUST-0094-STK-04,CUST-0094,Stakeholder 4,Business Champion,False,True,2026-07-17
CUST-0095-STK-01,CUST-0095,Stakeholder 1,Operations Manager,True,True,2026-07-15
CUST-0095-STK-02,CUST-0095,Stakeholder 2,Procurement,False,True,2026-06-28
CUST-0095-STK-03,CUST-0095,Stakeholder 3,Operations Manager,False,True,2026-07-22
CUST-0095-STK-04,CUST-0095,Stakeholder 4,Business Champion,False,True,2026-07-01
CUST-0096-STK-01,CUST-0096,Stakeholder 1,Technical Lead,True,True,2026-07-26
CUST-0096-STK-02,CUST-0096,Stakeholder 2,Executive Sponsor,False,True,2026-06-19
CUST-0096-STK-03,CUST-0096,Stakeholder 3,Technical Lead,False,True,2026-07-19
CUST-0096-STK-04,CUST-0096,Stakeholder 4,Executive Sponsor,False,True,2026-07-10
CUST-0096-STK-05,CUST-0096,Stakeholder 5,Executive Sponsor,False,True,2026-07-26
CUST-0097-STK-01,CUST-0097,Stakeholder 1,Business Champion,True,True,2026-06-29
CUST-0097-STK-02,CUST-0097,Stakeholder 2,Procurement,False,True,2026-06-19
CUST-0097-STK-03,CUST-0097,Stakeholder 3,Operations Manager,False,True,2026-07-21
CUST-0097-STK-04,CUST-0097,Stakeholder 4,Operations Manager,False,True,2026-06-25
CUST-0098-STK-01,CUST-0098,Stakeholder 1,Operations Manager,True,True,2026-07-25
CUST-0098-STK-02,CUST-0098,Stakeholder 2,Operations Manager,False,True,2026-07-20
CUST-0098-STK-03,CUST-0098,Stakeholder 3,Procurement,False,True,2026-07-28
CUST-0098-STK-04,CUST-0098,Stakeholder 4,Technical Lead,False,True,2026-07-05
CUST-0098-STK-05,CUST-0098,Stakeholder 5,Business Champion,False,True,2026-07-13
CUST-0099-STK-01,CUST-0099,Stakeholder 1,Procurement,True,False,2026-05-02
CUST-0099-STK-02,CUST-0099,Stakeholder 2,Business Champion,False,True,2026-04-10
CUST-0099-STK-03,CUST-0099,Stakeholder 3,Operations Manager,False,True,2026-03-29
CUST-0099-STK-04,CUST-0099,Stakeholder 4,Procurement,False,True,2026-05-15
CUST-0100-STK-01,CUST-0100,Stakeholder 1,Operations Manager,True,True,2026-06-26
CUST-0100-STK-02,CUST-0100,Stakeholder 2,Procurement,False,True,2026-06-30
CUST-0100-STK-03,CUST-0100,Stakeholder 3,Operations Manager,False,True,2026-06-30
CUST-0100-STK-04,CUST-0100,Stakeholder 4,Technical Lead,False,True,2026-07-09
